anime_id,watching,completed,on_hold,dropped,plan_to_watch,total,load_date,avg_score,favorites,anime_key
34372,8,91,6,36,66,207,2022-05-11,7.82,0,5356
34373,18,94,8,53,95,268,2022-05-11,7.82,0,5357
34375,470,6647,226,190,5632,13165,2022-05-11,7.82,21,5359
34376,444,6573,218,204,5846,13285,2022-05-11,8.02,37,5360
34382,32722,272584,13365,37895,95449,452015,2022-05-11,6.48,3330,5361
34383,8548,74787,3244,13768,42187,142534,2022-05-11,5.35,265,5362
34406,11,237,3,32,82,365,2022-05-11,4.71,0,5370
34409,24,313,8,49,170,564,2022-05-11,5.47,0,5371
34410,53,193,34,110,445,835,2022-05-11,6.07,2,5372
34411,945,4388,352,1693,4373,11751,2022-05-11,4.73,17,5373
34414,6481,80287,3283,2991,23710,116752,2022-05-11,7.49,339,5375
34416,13,84,8,53,125,283,2022-05-11,5.55,0,5376
34417,4,78,0,13,46,141,2022-05-11,5.55,0,5377
34418,6,217,2,14,39,278,2022-05-11,5.55,1,5378
34420,3825,15336,1342,1852,10620,32975,2022-05-11,7.41,105,5379
34422,10,232,3,18,55,318,2022-05-11,4.88,0,5380
34423,9,144,0,20,52,225,2022-05-11,6.39,0,5381
34426,7,90,3,26,37,163,2022-05-11,6.39,0,5384
34427,2855,11541,1325,4092,11253,31066,2022-05-11,6.39,44,5385
34430,466,20590,206,221,5026,26509,2022-05-11,7.67,37,5387
34432,7,292,4,23,35,361,2022-05-11,5.31,1,5388
34436,11,155,7,55,107,335,2022-05-11,7.92,0,5389
34437,4742,150153,1669,1111,117708,275383,2022-05-11,7.92,1770,5390
34438,2294,49325,969,729,34004,87321,2022-05-11,7.89,167,5391
34439,1310,34735,726,531,27185,64487,2022-05-11,7.65,102,5392
34443,27751,204286,11326,15869,52398,311630,2022-05-11,7.25,1683,5394
34445,1447,17988,614,467,16475,36991,2022-05-11,7.66,219,5395
34447,1767,19901,764,480,9259,32171,2022-05-11,6.55,52,5396
35105,9,25,3,35,59,131,2022-05-11,5.12,0,5776
34449,1700,5650,1084,8090,11922,28446,2022-05-11,5.12,11,5397
34450,75,650,55,95,977,1852,2022-05-11,5.97,0,5398
34451,26016,223249,12046,8970,108363,378644,2022-05-11,7.82,1444,5399
34453,421,4272,103,190,3409,8395,2022-05-11,6.57,15,5400
34454,1389,0,351,458,4730,6928,2022-05-11,6.4,9,5401
34455,601,1547,185,212,5026,7571,2022-05-11,6.2,7,5402
34456,43,69,10,127,283,532,2022-05-11,5.3,0,5403
34458,11,66,1,37,57,172,2022-05-11,5.3,0,5404
34464,45,436,9,36,291,817,2022-05-11,5.3,0,5405
34465,3755,35013,1872,735,22960,64335,2022-05-11,7.12,56,5406
34471,46,800,33,69,807,1755,2022-05-11,6.79,5,5408
34472,17,171,4,35,65,292,2022-05-11,4.95,0,5409
34474,1256,4684,597,1577,8191,16305,2022-05-11,6.7,98,5410
34475,130,1074,60,95,1254,2613,2022-05-11,6.44,1,5411
34476,36,89,8,38,202,373,2022-05-11,7.49,0,5412
34480,4485,110862,1548,778,29463,147136,2022-05-11,7.49,103,5413
34481,1016,27841,335,223,8288,37703,2022-05-11,6.58,32,5414
34486,162,0,47,60,464,733,2022-05-11,5.92,0,5415
34489,70,815,37,84,841,1847,2022-05-11,5.92,0,5417
34490,19,63,6,61,123,272,2022-05-11,7.39,0,5418
34494,14391,43343,9854,13952,54904,136444,2022-05-11,7.39,471,5419
34497,24861,312682,5750,20332,59585,423210,2022-05-11,6.48,1568,5420
34498,4904,114383,1539,1379,62821,185026,2022-05-11,6.08,437,5421
34501,4313,44929,1536,3361,18677,72816,2022-05-11,6.43,179,5423
34503,90,703,30,123,390,1336,2022-05-11,4.51,1,5425
34504,1727,29343,714,323,20333,52440,2022-05-11,7.85,76,5426
34510,23,284,7,67,149,530,2022-05-11,5.6,0,5427
34513,560,8406,212,214,12328,21720,2022-05-11,7.46,46,5429
34514,1345,42050,803,573,5144,49915,2022-05-11,7.45,81,5430
34525,6178,41643,3061,9713,23127,83722,2022-05-11,6.45,110,5433
34527,20,82,12,56,192,362,2022-05-11,6.19,0,5434
34528,7,77,2,34,76,196,2022-05-11,6.19,0,5435
34532,268,2556,196,168,6545,9733,2022-05-11,6.19,7,5437
34534,1170,25950,513,246,11789,39668,2022-05-11,8.32,51,5439
34537,3202,50536,1110,572,48861,104281,2022-05-11,8.2,1385,5441
34539,902,4926,465,1363,5013,12669,2022-05-11,5.6,36,5443
34540,400,42079,237,217,5654,48587,2022-05-11,7.07,51,5444
34541,1369,59905,603,370,22892,85139,2022-05-11,7.26,140,5445
34542,32452,325435,13454,18725,164038,554104,2022-05-11,7.66,3259,5446
34544,2742,68904,927,426,34401,107400,2022-05-11,7.7,227,5448
34547,7005,22146,3705,7330,28294,68480,2022-05-11,7.55,266,5449
34548,74,539,70,78,1746,2507,2022-05-11,5.86,2,5450
34550,1454,6652,951,3963,4339,17359,2022-05-11,6.27,12,5452
34552,287,2429,174,220,1668,4778,2022-05-11,6.87,16,5453
34561,46016,187166,25695,32980,140982,432839,2022-05-11,7.55,3060,5454
34565,5813,23394,2591,8053,24656,64507,2022-05-11,6.31,77,5455
35147,5,29,1,46,43,124,2022-05-11,5.87,0,5814
34566,395179,16,98950,165038,85554,744737,2022-05-11,5.87,6362,5456
34572,474366,388914,117618,118047,232674,1331619,2022-05-11,8.1,34830,5457
34577,61715,806043,12005,16128,90074,985965,2022-05-11,7.65,3753,5458
34591,9079,77695,3036,1843,71825,163478,2022-05-11,8.63,968,5461
34618,33246,399405,16615,20525,118174,587965,2022-05-11,7.31,2802,5475
34620,15653,46374,6004,13845,51201,133077,2022-05-11,6.57,390,5476
34622,43,363,14,37,428,885,2022-05-11,5.81,1,5477
34623,112,1507,68,75,1363,3125,2022-05-11,6.15,2,5478
34625,28,308,14,46,146,542,2022-05-11,5.12,0,5479
34626,4134,270382,1092,512,39708,315828,2022-05-11,8.04,679,5480
34628,9,137,4,38,70,258,2022-05-11,5.47,0,5481
34630,19,82,5,46,76,228,2022-05-11,5.47,0,5483
34631,14,224,9,54,125,426,2022-05-11,5.47,0,5484
34633,13,321,2,23,73,432,2022-05-11,5.2,0,5486
34636,24115,151022,12067,13069,87501,287774,2022-05-11,8.19,3057,5488
34643,10,55,5,51,56,177,2022-05-11,7.01,0,5490
34644,313,4796,141,129,4155,9534,2022-05-11,7.01,16,5491
34649,294,1084,115,123,4936,6552,2022-05-11,7.17,11,5493
34651,15,127,2,35,65,244,2022-05-11,6.42,0,5494
34655,13,743,5,23,95,879,2022-05-11,6.42,1,5496
34656,12,412,4,30,76,534,2022-05-11,5.32,0,5497
34657,10,205,3,15,78,311,2022-05-11,5.85,0,5498
34658,1977,48449,683,660,22707,74476,2022-05-11,6.95,294,5499
34662,38052,254904,16923,24086,90903,424868,2022-05-11,7.18,2337,5501
34664,13,57,5,56,59,190,2022-05-11,6.31,0,5502
34665,13,59,3,52,44,171,2022-05-11,6.31,0,5503
34666,10,52,5,49,51,167,2022-05-11,6.31,0,5504
34670,626,1868,251,362,3477,6584,2022-05-11,6.31,6,5508
34673,8,31,3,25,58,125,2022-05-11,6.15,0,5509
34674,21,51,14,29,301,416,2022-05-11,6.15,0,5510
34675,2153,3948,869,1213,8116,16299,2022-05-11,6.15,29,5511
34676,9,97,7,62,43,218,2022-05-11,5.88,0,5512
34677,8,96,4,62,42,212,2022-05-11,5.88,0,5513
34678,46,1080,19,53,576,1774,2022-05-11,5.88,0,5514
34683,0,0,0,0,4977,4977,2022-05-11,4.77,0,5515
34688,14,64,3,23,107,211,2022-05-11,4.77,0,5517
34689,14,69,2,28,79,192,2022-05-11,4.77,0,5518
34691,10,96,1,19,60,186,2022-05-11,4.77,0,5520
34692,9,63,2,30,74,178,2022-05-11,4.77,0,5521
34695,12,69,2,32,69,184,2022-05-11,4.77,0,5524
34696,6,74,2,38,65,185,2022-05-11,4.77,0,5525
34697,13,58,1,29,61,162,2022-05-11,4.77,0,5526
34698,11,51,5,29,59,155,2022-05-11,4.77,0,5527
34699,12,129,0,19,83,243,2022-05-11,4.77,0,5528
34700,8,76,1,36,57,178,2022-05-11,4.77,0,5529
34701,10,42,3,48,61,164,2022-05-11,4.77,0,5530
34706,8,27,3,40,53,131,2022-05-11,4.77,0,5533
34708,10,106,2,33,47,198,2022-05-11,4.77,0,5535
34710,26,560,24,59,272,941,2022-05-11,4.77,0,5536
34711,7,59,2,39,43,150,2022-05-11,7.18,0,5537
34712,14091,112274,7178,10417,60683,204643,2022-05-11,7.18,889,5538
34716,14,330,6,30,78,458,2022-05-11,5.25,0,5539
34717,7,50,1,33,37,128,2022-05-11,4.64,0,5540
34718,9,32,3,39,45,128,2022-05-11,4.64,0,5541
34720,12,380,3,26,54,475,2022-05-11,4.64,3,5543
34722,10,99,5,22,39,175,2022-05-11,4.97,1,5545
34724,46,81,30,45,349,551,2022-05-11,4.97,2,5547
34725,229,384,105,204,2928,3850,2022-05-11,4.97,4,5548
34726,28,34,4,49,70,185,2022-05-11,5.47,0,5549
34733,396,12323,178,165,5140,18202,2022-05-11,5.47,15,5550
34738,151,1735,55,204,663,2808,2022-05-11,5.88,0,5552
34741,92,168,49,177,465,951,2022-05-11,6.14,2,5553
34742,886,15398,463,545,5621,22913,2022-05-11,6.73,46,5554
34743,10,96,3,35,57,201,2022-05-11,7.84,0,5555
34744,14,37,6,35,87,179,2022-05-11,7.84,0,5556
34745,3225,9529,2236,2281,13252,30523,2022-05-11,7.84,237,5557
34751,702,9671,311,278,8200,19162,2022-05-11,6.52,6,5559
34754,254,341,218,223,1306,2342,2022-05-11,6.7,10,5561
34755,8,80,10,49,96,243,2022-05-11,6.03,0,5562
34756,10,52,10,57,100,229,2022-05-11,6.03,0,5563
34757,33,219,10,27,326,615,2022-05-11,6.03,0,5564
34762,33,197,25,70,432,757,2022-05-11,5.49,0,5565
34763,35,151,19,60,321,586,2022-05-11,5.53,0,5566
34764,41,158,21,70,394,684,2022-05-11,5.53,1,5567
34765,40,221,24,65,482,832,2022-05-11,5.53,0,5568
34771,606,1640,328,1538,5054,9166,2022-05-11,4.63,16,5570
34776,313,3054,155,133,3933,7588,2022-05-11,6.67,5,5571
34777,676,36295,402,240,9842,47455,2022-05-11,6.89,25,5572
34779,6,39,5,18,962,1030,2022-05-11,7.17,2,5573
34782,44,146,16,70,345,621,2022-05-11,7.17,1,5574
34784,371,8263,219,175,5378,14406,2022-05-11,7.17,7,5575
34787,577,1807,258,433,2560,5635,2022-05-11,7.25,41,5577
34790,16,63,3,39,66,187,2022-05-11,7.41,0,5578
34792,1301,20256,530,248,22846,45181,2022-05-11,7.41,167,5579
34798,33901,205004,15168,10151,147888,412112,2022-05-11,8.27,8853,5581
34799,412,697,180,574,1173,3036,2022-05-11,6.33,6,5582
34800,945,4481,529,1622,5627,13204,2022-05-11,6.54,21,5583
34802,81,1956,19,41,722,2819,2022-05-11,6.41,1,5584
34812,443,4435,225,134,3375,8612,2022-05-11,6.68,8,5585
34813,21,145,15,41,165,387,2022-05-11,6.02,1,5586
34815,6,82,2,47,86,223,2022-05-11,5.19,1,5587
34817,19,190,3,57,133,402,2022-05-11,5.19,0,5588
34818,479,1789,240,227,2032,4767,2022-05-11,5.63,3,5589
34820,239,4090,101,112,2807,7349,2022-05-11,6.86,17,5590
34823,3322,18712,1199,6558,10781,40572,2022-05-11,4.66,82,5592
34825,13027,88220,6005,10466,49811,167529,2022-05-11,6.97,308,5593
34826,18,106,8,44,163,339,2022-05-11,6.28,0,5594
34830,577,4149,306,281,12332,17645,2022-05-11,6.28,39,5595
34834,1944,10413,914,2279,11004,26554,2022-05-11,6.65,65,5598
34835,58,933,28,93,536,1648,2022-05-11,6.74,2,5599
34836,299,2048,106,300,865,3618,2022-05-11,6.46,7,5600
34839,5765,20624,2780,4921,18426,52516,2022-05-11,6.66,203,5601
34841,18,56,7,59,128,268,2022-05-11,5.94,0,5603
34843,20,93,10,54,110,287,2022-05-11,5.94,0,5604
34844,20,158,13,61,215,467,2022-05-11,5.94,0,5605
34845,59,1,31,61,136,288,2022-05-11,5.94,0,5606
34847,51,1,27,61,137,277,2022-05-11,5.94,0,5607
34849,13,333,6,25,224,601,2022-05-11,5.94,0,5608
34850,8,26,4,37,118,193,2022-05-11,7.64,0,5609
34852,36,139,14,69,232,490,2022-05-11,7.64,2,5611
34855,1587,51080,768,342,10884,64661,2022-05-11,7.64,65,5612
34857,5,194,1,18,33,251,2022-05-11,5.59,0,5614
34858,13,150,1,14,37,215,2022-05-11,5.66,0,5615
34859,8,132,2,11,32,185,2022-05-11,5.59,0,5616
34860,7,175,2,12,58,254,2022-05-11,5.59,0,5617
34861,9,107,4,16,42,178,2022-05-11,5.79,0,5618
34862,37,334,18,44,393,826,2022-05-11,5.79,0,5619
34863,1663,9938,750,884,13126,26361,2022-05-11,7.3,131,5620
34864,33,396,24,55,344,852,2022-05-11,5.38,0,5621
34870,236,7775,104,117,2437,10669,2022-05-11,7.07,21,5624
34871,12,74,8,49,123,266,2022-05-11,5.75,0,5625
34872,13,132,4,61,94,304,2022-05-11,5.75,0,5626
34878,18,253,14,38,256,579,2022-05-11,5.75,0,5628
34887,9,322,2,42,99,474,2022-05-11,5.28,0,5631
34888,121,873,53,378,378,1803,2022-05-11,5.31,0,5632
34892,18,106,9,35,130,298,2022-05-11,6.31,0,5635
34893,121,1052,72,83,1715,3043,2022-05-11,6.31,2,5636
34901,848,9299,341,598,2282,13368,2022-05-11,6.86,90,5638
34902,34245,433482,12964,13726,140345,634762,2022-05-11,7.59,2421,5639
34904,601,25649,261,440,4758,31709,2022-05-11,6.59,27,5641
34905,142,259,52,227,893,1573,2022-05-11,5.72,2,5642
34907,16,451,3,27,125,622,2022-05-11,5.53,3,5643
34908,5,271,5,23,63,367,2022-05-11,5.47,1,5644
34911,17,85,8,53,62,225,2022-05-11,7.72,0,5646
35161,6,23,3,35,34,101,2022-05-11,7.72,0,23197
35161,6,23,3,35,34,101,2022-05-11,7.72,0,23197
34914,13595,152233,6589,5193,57471,235081,2022-05-11,7.72,846,5647
34915,1719,7079,912,1237,8853,19800,2022-05-11,7.15,115,5648
34918,12,85,2,39,53,191,2022-05-11,6.65,0,5649
34919,11,80,1,30,59,181,2022-05-11,6.65,0,5650
34924,9,41,1,40,62,153,2022-05-11,6.65,0,5651
34927,141,222,62,163,1074,1662,2022-05-11,6.65,3,5654
34929,8,326,3,21,64,422,2022-05-11,5.3,0,5656
34930,17,659,7,31,99,813,2022-05-11,5.12,0,5657
34931,20,72,4,37,60,193,2022-05-11,7.27,0,5658
34933,66046,944280,27032,51539,158968,1247865,2022-05-11,7.27,9203,5659
34934,23930,208093,9828,20797,98223,360871,2022-05-11,6.52,1102,5660
34935,8,123,2,34,59,226,2022-05-11,5.55,0,5661
34936,22,204,1,24,133,384,2022-05-11,5.55,0,5662
34939,253,1452,83,109,2559,4456,2022-05-11,6.0,1,5663
34940,293,637,105,160,1347,2542,2022-05-11,5.9,3,5664
35162,5,21,1,44,36,107,2022-05-11,6.13,0,5828
34941,1832,1,629,435,7248,10145,2022-05-11,6.13,20,5665
34943,49,416,14,34,540,1053,2022-05-11,6.15,0,5666
34944,3590,163500,1405,556,45694,214745,2022-05-11,7.91,1387,5667
34948,65,857,38,61,732,1753,2022-05-11,6.07,0,5669
34949,18,24,3,35,70,150,2022-05-11,5.85,0,5670
34952,2,276,2,10,34,324,2022-05-11,5.85,0,5671
34955,7,255,2,30,48,342,2022-05-11,5.4,0,5673
34958,8,297,5,28,56,394,2022-05-11,5.24,0,5675
34960,35,101,16,30,285,467,2022-05-11,6.07,0,5676
34961,253,620,102,138,2784,3897,2022-05-11,6.07,8,5677
34962,680,34120,333,259,10295,45687,2022-05-11,7.17,31,5678
34964,12977,89756,4478,12543,46545,166299,2022-05-11,6.58,394,5679
34966,3610,22163,1497,2171,24114,53555,2022-05-11,6.57,58,5680
34969,11,484,6,30,91,622,2022-05-11,5.47,0,5681
34972,648,9191,291,187,14007,24324,2022-05-11,6.47,28,5682
34975,246,818,130,337,2448,3979,2022-05-11,5.63,6,5685
34980,19,160,4,54,106,343,2022-05-11,5.29,1,5688
34984,20392,123264,8495,9610,96469,258230,2022-05-11,7.51,1301,5690
34985,67,107,27,79,396,676,2022-05-11,5.33,1,5691
34990,44,0,15,78,84,221,2022-05-11,5.33,0,5692
34993,7,217,7,30,57,318,2022-05-11,5.33,0,5694
34999,207,1360,78,75,1872,3592,2022-05-11,6.15,1,5696
35000,1241,27227,516,262,12045,41291,2022-05-11,7.16,81,5697
35002,13,110,8,68,63,262,2022-05-11,7.51,0,5698
35003,10,140,4,46,45,245,2022-05-11,7.51,0,5699
35006,102,6543,55,83,1721,8504,2022-05-11,7.51,24,5701
35007,15,129,3,39,81,267,2022-05-11,6.02,0,5702
35009,332,8575,159,315,3086,12467,2022-05-11,6.02,15,5704
35018,56,281,45,58,939,1379,2022-05-11,5.97,2,5707
35020,7,24,2,33,36,102,2022-05-11,7.06,0,5708
35021,6,20,3,36,43,108,2022-05-11,7.06,0,5709
35023,7,22,2,36,38,105,2022-05-11,7.06,0,5711
35025,48,113,18,113,344,636,2022-05-11,7.06,1,5713
35027,7,18,1,38,38,102,2022-05-11,7.06,0,5715
35030,8,19,1,36,45,109,2022-05-11,7.06,0,5716
35031,7,44,2,44,68,165,2022-05-11,7.06,0,5717
35032,7,62,5,49,68,191,2022-05-11,7.06,0,5718
35034,12,46,2,42,55,157,2022-05-11,7.06,1,5720
35035,12,55,2,36,53,158,2022-05-11,7.06,1,5721
35036,13,122,4,39,67,245,2022-05-11,7.06,1,5722
35037,12,54,2,35,47,150,2022-05-11,7.06,0,5723
35038,10,63,7,51,52,183,2022-05-11,7.06,0,5724
35039,9,86,5,49,77,226,2022-05-11,7.06,0,5725
35041,10,36,2,43,46,137,2022-05-11,7.06,0,5727
35044,2987,7532,1185,2088,15995,29787,2022-05-11,7.06,89,5729
35047,26,65,6,39,149,285,2022-05-11,8.07,0,5730
35048,8,57,5,40,43,153,2022-05-11,8.07,0,5731
35049,7,36,3,51,56,153,2022-05-11,8.07,0,5732
35050,6,48,3,51,37,145,2022-05-11,8.07,0,5733
35052,8,21,1,40,41,111,2022-05-11,8.07,0,5735
35053,7,22,2,41,39,111,2022-05-11,8.07,0,5736
35055,10,19,1,41,40,111,2022-05-11,8.07,0,5738
35056,11,21,1,39,50,122,2022-05-11,8.07,0,5739
35057,9,25,2,41,43,120,2022-05-11,8.07,0,5740
35058,11,20,0,43,41,115,2022-05-11,8.07,0,5741
35059,9,24,3,40,59,135,2022-05-11,8.07,0,5742
35062,108196,350739,51157,39993,226634,776719,2022-05-11,8.07,9644,5745
35063,129,1390,80,88,1387,3074,2022-05-11,6.33,2,5746
35067,6134,23183,3374,2980,14588,50259,2022-05-11,7.6,221,5747
35072,385,9037,186,254,3796,13658,2022-05-11,6.18,11,5751
35073,40816,683154,10699,11073,98503,844245,2022-05-11,7.76,3750,5752
35074,16,89,11,36,175,327,2022-05-11,6.54,2,5753
35076,17709,158693,5934,15381,65224,262941,2022-05-11,6.54,577,5755
35077,43,623,17,45,526,1254,2022-05-11,5.64,1,5756
35078,8245,34348,4143,5671,37757,90164,2022-05-11,7.42,302,5757
35079,14005,83520,7601,9550,63208,177884,2022-05-11,7.6,854,5758
35081,96,923,39,74,1035,2167,2022-05-11,6.59,6,5759
35082,633,8844,366,293,15191,25327,2022-05-11,7.78,24,5760
35084,6,29,2,39,47,123,2022-05-11,7.42,0,5761
35085,6,17,1,40,33,97,2022-05-11,7.42,0,5762
35086,479,2895,273,130,10337,14114,2022-05-11,7.42,25,5763
35090,8,60,1,30,43,142,2022-05-11,6.99,0,5764
35092,5,20,3,34,30,92,2022-05-11,6.99,0,5766
35093,9,29,2,28,66,134,2022-05-11,6.99,0,5767
35098,6,28,2,42,42,120,2022-05-11,6.99,0,5769
35100,7,59,1,43,42,152,2022-05-11,6.99,0,5771
35101,6,19,1,39,35,100,2022-05-11,6.99,0,5772
35102,66,552,26,109,975,1728,2022-05-11,6.99,1,5773
35104,7,34,2,43,74,160,2022-05-11,8.1,0,5775
35106,11,43,2,51,52,159,2022-05-11,8.1,0,5777
35107,12,37,3,49,46,147,2022-05-11,8.1,0,5778
35108,11,41,5,48,53,158,2022-05-11,8.1,0,5779
35109,7,25,2,37,38,109,2022-05-11,8.1,0,5780
35110,1566,43994,590,515,20001,66666,2022-05-11,8.1,85,5781
35111,1556,41090,562,496,19621,63325,2022-05-11,8.15,64,5782
35116,38,175,36,65,251,565,2022-05-11,6.16,0,5787
35118,417,9263,253,223,5383,15539,2022-05-11,6.55,31,5788
35120,41237,697894,20124,28353,164162,951770,2022-05-11,7.78,19360,5790
35121,34,88,13,38,235,408,2022-05-11,6.4,0,5791
35122,934,9526,516,617,11665,23258,2022-05-11,6.4,83,5792
35123,7,32,4,43,43,129,2022-05-11,6.27,0,5793
35124,6,20,2,37,36,101,2022-05-11,6.27,1,5794
35126,6,68,9,52,83,218,2022-05-11,6.27,0,5796
35127,6,17,0,41,34,98,2022-05-11,6.27,0,5797
35131,16,63,4,55,144,282,2022-05-11,6.27,0,5801
35133,17,68,5,47,63,200,2022-05-11,6.27,0,5802
35134,476,3720,247,220,11729,16392,2022-05-11,6.27,25,5803
35136,115,173,99,54,10458,10899,2022-05-11,5.68,22,5805
35138,26,62,8,56,187,339,2022-05-11,5.68,1,5807
35139,19,308,14,60,163,564,2022-05-11,5.68,0,5808
35142,33,79,13,79,142,346,2022-05-11,5.29,0,5811
35143,17,168,8,69,96,358,2022-05-11,5.29,0,5812
35145,4370,64823,1890,1096,20185,92364,2022-05-11,7.23,121,5813
35149,9,54,1,45,41,150,2022-05-11,4.89,0,5816
35151,6,46,0,43,37,132,2022-05-11,4.89,1,5818
35152,4,19,3,42,37,105,2022-05-11,4.89,0,5819
35154,5,18,1,37,32,93,2022-05-11,4.89,0,5821
35156,33,308,9,68,302,720,2022-05-11,4.89,2,5823
35158,32,283,18,70,331,734,2022-05-11,6.19,0,5824
35159,1173,20935,387,190,13742,36427,2022-05-11,7.25,83,5825
35160,5,47,4,40,45,141,2022-05-11,8.96,0,5826
35163,7,27,3,41,37,115,2022-05-11,8.96,0,5829
35164,6,48,3,60,40,157,2022-05-11,8.96,0,5830
35166,7,50,2,44,37,140,2022-05-11,8.96,0,5832
35167,4,19,4,40,34,101,2022-05-11,8.96,0,5833
35168,7,21,1,41,36,106,2022-05-11,8.96,0,5834
35169,6,17,1,42,37,103,2022-05-11,8.96,0,5835
35170,7,62,0,44,40,153,2022-05-11,8.96,0,5836
35171,7,38,1,50,51,147,2022-05-11,8.96,0,5837
35180,23236,199308,9201,4403,113036,349184,2022-05-11,8.96,13687,5844
35182,206,4144,88,175,3605,8218,2022-05-11,6.82,18,5845
35183,987,4535,466,2422,2701,11111,2022-05-11,6.36,11,5846
35191,704,16565,475,365,16344,34453,2022-05-11,7.63,45,5847
35198,1480,38772,799,500,28426,69977,2022-05-11,7.75,120,23408
35198,1480,38772,799,500,28426,69977,2022-05-11,7.75,127,23408
35202,291,3143,137,154,2890,6615,2022-05-11,5.61,6,5849
35203,21011,349523,5314,28896,53813,458557,2022-05-11,6.17,2325,5850
43920,0,3,0,7,10,20,2022-05-11,6.53,0,23480
43920,0,3,0,7,10,20,2022-05-11,6.53,0,23480
35204,438,1786,160,268,1568,4220,2022-05-11,6.53,15,5851
35205,16,44,6,45,72,183,2022-05-11,5.59,0,5852
35215,44,126,14,42,171,397,2022-05-11,5.59,1,5856
35219,36,174,32,113,775,1130,2022-05-11,5.59,1,5857
35220,8089,26557,3682,7082,17610,63020,2022-05-11,7.17,191,5858
35222,18342,175201,7512,6682,65761,273498,2022-05-11,7.9,2476,5859
35224,506,4680,203,401,4246,10036,2022-05-11,4.88,8,5860
35226,52,28,21,159,138,398,2022-05-11,6.88,0,5861
35227,22,41,8,70,70,211,2022-05-11,6.88,0,5862
35228,339,5025,154,105,5467,11090,2022-05-11,6.88,23,5863
35231,115,1566,58,85,2739,4563,2022-05-11,6.45,4,5866
35234,15,48,7,49,117,236,2022-05-11,6.48,0,5868
35235,221,1452,93,163,1779,3708,2022-05-11,6.48,10,5869
35237,1229,45463,451,467,14723,62333,2022-05-11,6.48,92,5870
35239,27,97,15,62,389,590,2022-05-11,7.7,0,5871
35240,13589,83361,7027,7931,72565,184473,2022-05-11,7.7,2227,5872
35241,11553,52548,5525,8054,58344,136024,2022-05-11,7.52,602,5873
35242,8,61,5,59,61,194,2022-05-11,8.9,0,5874
35243,9,28,2,38,79,156,2022-05-11,8.9,0,5875
35247,13735,207606,4696,2173,118150,346360,2022-05-11,8.9,7786,5876
35248,4104,20711,2540,8019,17410,52784,2022-05-11,6.15,108,5877
35249,11369,50085,4232,6859,41012,113557,2022-05-11,7.3,444,5878
35250,2758,6885,1788,7135,14859,33425,2022-05-11,5.76,42,5879
35251,4158,13141,1559,5520,15815,40193,2022-05-11,6.14,128,5880
35252,3630,13682,1451,7032,12307,38102,2022-05-11,5.38,25,5881
35255,631,2719,303,309,3781,7743,2022-05-11,5.75,7,5883
35262,3937,138528,1091,1625,24156,169337,2022-05-11,7.31,603,5884
35264,17,376,6,20,131,550,2022-05-11,5.5,0,5886
35265,108,1004,43,79,923,2157,2022-05-11,6.02,0,5887
35266,19,83,10,49,165,326,2022-05-11,7.29,0,5888
35267,767,5914,639,619,10139,18078,2022-05-11,7.29,33,5889
35270,13,36,1,41,82,173,2022-05-11,5.72,0,5890
35274,5,32,2,42,29,110,2022-05-11,5.72,0,5893
35278,5,41,1,51,35,133,2022-05-11,5.72,0,5897
35279,8,52,3,43,46,152,2022-05-11,5.72,0,5898
35280,6,28,1,39,35,109,2022-05-11,5.72,0,5899
35281,9,24,1,40,36,110,2022-05-11,5.72,0,5900
35283,29,30,10,60,87,216,2022-05-11,5.72,0,5901
35284,77,90,23,51,710,951,2022-05-11,5.72,1,5902
35286,1460,12691,566,676,9184,24577,2022-05-11,5.72,85,5904
35300,1626,1,614,473,8863,11577,2022-05-11,6.25,54,5910
35306,13,58,8,54,87,220,2022-05-11,6.07,0,5916
35307,11,70,9,42,90,222,2022-05-11,6.07,0,5917
35308,12,66,8,60,80,226,2022-05-11,6.07,0,5918
35309,26,52,10,59,91,238,2022-05-11,6.07,0,5919
35310,13,123,11,46,86,279,2022-05-11,6.07,0,5920
35312,46,0,19,74,105,244,2022-05-11,6.07,0,5922
35324,7,142,3,10,32,194,2022-05-11,6.07,0,5930
35326,52,587,38,48,696,1421,2022-05-11,6.07,3,5931
35328,85,651,53,113,1206,2108,2022-05-11,4.96,4,5933
35329,68,931,36,59,855,1949,2022-05-11,5.05,0,5934
35330,21033,101820,11701,21794,40798,197146,2022-05-11,7.27,1163,5935
35331,15,37,2,36,58,148,2022-05-11,5.76,0,5936
35332,95,465,34,219,218,1031,2022-05-11,5.76,1,5937
35333,5459,35159,1546,1421,19224,62809,2022-05-11,7.4,115,5938
35334,467,2142,325,502,3251,6687,2022-05-11,6.49,12,5939
35338,2568,85096,819,524,20330,109337,2022-05-11,7.36,109,5941
35339,13,154,3,16,39,225,2022-05-11,5.17,2,5942
35345,16,117,11,45,144,333,2022-05-11,6.59,0,5943
35347,158,3189,56,83,1724,5210,2022-05-11,6.59,4,5945
35350,12,66,2,24,32,136,2022-05-11,5.57,1,5947
35353,31,168,5,34,129,367,2022-05-11,5.57,0,5948
35363,3105,157695,897,477,26401,188575,2022-05-11,7.74,250,5949
35364,10,57,5,43,51,166,2022-05-11,5.25,1,5950
35366,8,249,2,39,65,363,2022-05-11,5.25,0,5952
35368,7,32,2,33,63,137,2022-05-11,6.54,0,5954
35370,501,8182,216,248,3562,12709,2022-05-11,6.54,12,5956
